time_s,pitch_hz,pitch_confidence,loudness_db
0.0,146.80321207774588,0.7065928,-29.055931091308594
0.01,146.6486705270774,0.8367718,-28.386756896972656
0.02,146.19241703104714,0.93158525,-27.894155502319336
0.03,146.05350357335806,0.92747396,-27.442729949951172
0.04,145.54966806109644,0.912566,-26.991779327392578
0.05,145.47867395477547,0.91020614,-26.612083435058594
0.06,145.26892657365212,0.89361876,-26.223142623901367
0.07,145.34177745367708,0.8957348,-26.111305236816406
0.08,145.33440251026494,0.90323585,-26.10603141784668
0.09,145.56359345369478,0.93117166,-26.14841079711914
0.1,145.66927082764704,0.93116564,-26.117084503173828
0.11,145.6697252575014,0.92492646,-26.110618591308594
0.12,145.91660708056466,0.93625546,-26.067886352539062
0.13,145.751112956059,0.9291391,-26.00444984436035
0.14,145.63246386279286,0.9333675,-26.052345275878906
0.15,145.4335032978576,0.93081415,-25.92053985595703
0.16,145.48779565406235,0.9335124,-25.922489166259766
0.17,145.41998394967212,0.9326008,-25.877674102783203
0.18,145.63525367692918,0.94222283,-25.82474136352539
0.19,145.67377772217267,0.9345796,-25.791608810424805
0.2,145.710000730123,0.94033307,-25.737823486328125
0.21,145.81061342723342,0.94378245,-25.654342651367188
0.22,145.72234092496242,0.93700147,-25.56447982788086
0.23,145.85557289625834,0.9346366,-25.50235366821289
0.24,145.73189408051863,0.92653066,-25.383434295654297
0.25,146.0039172940533,0.93309534,-25.087549209594727
0.26,145.77713093756248,0.92991066,-24.64561653137207
0.27,145.83933941065627,0.9338398,-23.97595977783203
0.28,145.76556644645999,0.9145651,-23.138900756835938
0.29,146.0943682914443,0.8859611,-22.6657657623291
0.3,146.10873405140373,0.8406307,-22.250160217285156
0.31,146.10899698306906,0.7785181,-21.745187759399414
0.32,145.8375864919342,0.73870236,-21.417194366455078
0.33,145.5762095275641,0.7070907,-21.149131774902344
0.34,145.8320054493147,0.6758795,-20.815162658691406
0.35,145.631462119869,0.6439605,-20.58598518371582
0.36,145.89360379024276,0.6685511,-20.29170799255371
0.37,145.6804414537134,0.685469,-20.10152816772461
0.38,145.87344553489993,0.70207417,-19.954456329345703
0.39,145.47879450841762,0.6714132,-19.892658233642578
0.4,145.5825703680719,0.64664286,-19.902538299560547
0.41,145.560715469764,0.61529726,-20.1486759185791
0.42,145.4745628412182,0.59788316,-20.305776596069336
0.43,145.7517897546169,0.61636275,-20.47330665588379
0.44,145.50117039852114,0.70823115,-20.75222396850586
0.45,145.78073474981392,0.649973,-20.931074142456055
0.46,145.45799716743812,0.6659007,-21.087549209594727
0.47,145.43725879012501,0.73795253,-21.46349716186523
0.48,145.364740767272,0.8079861,-21.681068420410156
0.49,145.51773350666804,0.8345912,-22.0465087890625
0.5,145.63279228920513,0.8252143,-22.383268356323242
0.51,145.69094092945545,0.8279708,-22.706829071044922
0.52,145.8301537577004,0.8291926,-23.113231658935547
0.53,145.5583581208626,0.8389747,-23.63142967224121
0.54,145.78760611306416,0.8700611,-23.798826217651367
0.55,145.4988323095128,0.8732536,-23.90802001953125
0.56,145.65239283508748,0.8878644,-24.151670455932617
0.57,145.71253625703366,0.88703775,-24.217422485351562
0.58,145.8193510033986,0.88414776,-24.357088088989258
0.59,145.64717362624128,0.89554286,-24.52197265625
0.6,145.67400298581526,0.9005361,-24.535396575927734
0.61,146.01557741462312,0.8913376,-24.54776382446289
0.62,145.9644992226811,0.9018116,-24.68521499633789
0.63,145.90197315110115,0.89897865,-24.73252296447754
0.64,145.75191903313748,0.88981044,-24.83275604248047
0.65,145.66965010368577,0.90093094,-24.978557586669922
0.66,145.30282463499526,0.8706679,-24.95136260986328
0.67,145.43169449056603,0.89171135,-25.141456604003906
0.68,145.4277968151281,0.8969171,-25.165386199951172
0.69,145.91523362900122,0.89502263,-25.128345489501953
0.7,145.81079332323336,0.89184034,-25.206947326660156
0.71,145.71018365667823,0.9030332,-25.38587188720703
0.72,145.45188342730327,0.88001764,-25.296127319335938
0.73,145.57825144670485,0.8793816,-25.4368953704834
0.74,145.4089463355673,0.86175424,-25.556293487548828
0.75,145.53431524614123,0.8544541,-25.525344848632812
0.76,145.62108331997518,0.864113,-25.594547271728516
0.77,145.38946197534165,0.8557107,-25.613603591918945
0.78,145.51971059616326,0.84575117,-25.644943237304688
0.79,145.38521631364065,0.8667718,-25.7041015625
0.8,145.59859800397658,0.8720975,-25.8104248046875
0.81,145.43119321475461,0.8388229,-25.81546974182129
0.82,145.30697396115542,0.8705599,-26.023254394531246
0.83,145.34492026903882,0.883036,-26.066179275512695
0.84,145.5547196457828,0.8946006,-26.10059928894043
0.85,145.80060493895493,0.907744,-26.265377044677734
0.86,145.5339506385813,0.9107273,-26.282045364379883
0.87,145.6491864713151,0.9169715,-26.373517990112305
0.88,145.4626851131262,0.9137974,-26.473365783691406
0.89,145.72499078710592,0.9183711,-26.520084381103516
0.9,145.43348089768102,0.9083461,-26.53719711303711
0.91,145.4856072902094,0.9224482,-26.701019287109375
0.92,145.23103237304557,0.9102443,-26.701927185058594
0.93,145.09410454910136,0.90500534,-26.78809356689453
0.94,145.2660440166587,0.90826696,-26.87539291381836
0.95,145.44122423329387,0.9188057,-26.952594757080078
0.96,145.8242421056117,0.921254,-27.019166946411133
0.97,145.57071608510518,0.91167355,-27.023101806640625
0.98,145.59059017440592,0.92350876,-27.146175384521484
0.99,145.37793154320437,0.92577994,-27.224918365478516
1.0,145.19040180434743,0.92136097,-27.24222183227539
1.01,145.1097587878765,0.918898,-27.258922576904297
1.02,145.34719981862068,0.93288296,-27.278139114379883
1.03,145.52248799592985,0.93044597,-27.259929656982422
1.04,145.5256664900442,0.9332105,-27.19281005859375
1.05,145.68920541312173,0.94450265,-27.17099952697754
1.06,145.4941723369102,0.9348163,-27.014387130737305
1.07,145.38173971120895,0.9361844,-26.939449310302734
1.08,145.35304750645454,0.93436104,-26.744909286499023
1.09,145.85730179967197,0.9406786,-26.53019142150879
1.1,146.1027224386941,0.93596506,-25.829940795898438
1.11,145.84191236184896,0.94382167,-25.218793869018555
1.12,145.59042776100344,0.94118047,-23.7746524810791
1.13,145.67263550309968,0.91851306,-22.71674728393557
1.14,145.93243336196863,0.86816597,-22.00945854187013
1.15,145.7853499620314,0.81194407,-21.336406707763686
1.16,145.9965114689879,0.73303455,-20.76980972290039
1.17,145.93639815168427,0.68473536,-20.260040283203125
1.18,146.3494090255585,0.5616199,-19.864036560058594
1.19,145.89922142484693,0.5387667,-19.497011184692383
1.2,145.8639937412207,0.46877462,-19.125957489013672
1.21,145.4341584331805,0.575545,-18.761165618896484
1.22,145.5911724618141,0.569724,-18.445465087890625
1.23,145.4484818689857,0.51883215,-18.300899505615234
1.24,145.16602493294312,0.5016306,-18.137725830078125
1.25,145.40723408568556,0.3409162,-18.108163833618164
1.26,145.30732428918168,0.37063214,-18.08641815185547
1.27,146.1601333562858,0.374452,-18.010761260986328
1.28,145.8017902218577,0.43962866,-17.981197357177734
1.29,145.89978691448724,0.375298,-18.005844116210938
1.3,146.05309050317385,0.39109614,-17.938438415527344
1.31,146.39470142368077,0.37587774,-17.93779182434082
1.32,146.0364373808467,0.34098756,-18.082374572753906
1.33,146.15107282656396,0.38647667,-18.287487030029297
1.34,146.09289547930138,0.43226504,-18.413955688476562
1.35,145.6097913535263,0.5305208,-18.576454162597656
1.36,145.51455231317053,0.61568093,-18.775638580322266
1.37,145.2609989881332,0.72976893,-19.07346534729004
1.38,145.48960045061253,0.7506317,-19.41468429565429
1.39,145.28925473747205,0.77158195,-19.80791473388671
1.4,145.55969531325022,0.7525841,-20.188465118408196
1.41,145.5306378300821,0.78721833,-20.62594985961914
1.42,145.5282206188252,0.77817315,-20.99811363220215
1.43,145.652613551426,0.7916678,-21.637964248657227
1.44,145.542506107485,0.83980095,-22.13089370727539
1.45,145.57393222363916,0.83845615,-22.243473052978516
1.46,145.45183416653703,0.8520887,-22.55499839782715
1.47,145.66199955372207,0.84895885,-22.903255462646484
1.48,145.8314171858215,0.85992485,-23.41640281677246
1.49,145.6840760054848,0.86761576,-23.663028717041016
1.5,145.5441696684246,0.8842313,-23.813499450683594
1.51,145.64735895952282,0.87404114,-24.219472885131836
1.52,145.51536597760074,0.8763751,-24.36977195739746
1.53,145.59621119648875,0.8704861,-24.738142013549805
1.54,145.42488470118155,0.9060408,-25.04545021057129
1.55,145.57758653393995,0.92108566,-25.359647750854492
1.56,145.27737193731906,0.9121495,-25.800025939941406
1.57,144.96319316471397,0.8978491,-25.962844848632812
1.58,145.0107098690322,0.8986119,-26.12724494934082
1.59,145.28221706277185,0.9013542,-26.25819969177246
1.6,145.8360223363945,0.8973773,-26.525537490844727
1.61,145.52286908007713,0.8972875,-26.509052276611328
1.62,145.21884971167134,0.8851265,-26.59274673461914
1.63,145.1153996894635,0.8909378,-26.63593292236328
1.64,145.29953674320137,0.8938865,-26.611366271972656
1.65,145.28321635970042,0.8921666,-26.607458114624023
1.66,145.1236636769948,0.89002377,-26.540138244628906
1.67,145.47127163949764,0.9031586,-26.47683334350586
1.68,145.56885104625215,0.90375566,-26.502504348754883
1.69,145.4934471653973,0.9080738,-26.43670654296875
1.7,145.19127995665295,0.90607136,-26.35492706298828
1.71,145.25847265369035,0.9066045,-26.384784698486328
1.72,145.1083508439985,0.88824344,-26.355709075927734
1.73,145.15843932325734,0.88777053,-26.325820922851562
1.74,145.36712572829023,0.8893007,-26.325389862060547
1.75,145.59938618900952,0.8974064,-26.463958740234375
1.76,145.13955836889127,0.9007482,-26.482202529907227
1.77,145.06573160450392,0.91125333,-26.582412719726562
1.78,145.21062242596463,0.9206182,-26.753293991088867
1.79,145.1216199355411,0.9141782,-26.842674255371094
1.8,145.1607244317304,0.9188946,-26.99283218383789
1.81,145.34868769755712,0.9293047,-27.052745819091797
1.82,145.4232030317829,0.9385781,-27.237205505371094
1.83,145.3550759432033,0.9344722,-27.30340576171875
1.84,145.33427849980697,0.939646,-27.446386337280273
1.85,145.17635064032635,0.9329787,-27.48578643798828
1.86,145.0448086257854,0.93239135,-27.5142765045166
1.87,145.40016708888,0.9424684,-27.578372955322266
1.88,145.45406932395957,0.94677114,-27.55023956298828
1.89,145.70722806546732,0.95474964,-27.551685333251953
1.9,145.41416898505793,0.9477646,-27.44081497192383
1.91,145.49100770025092,0.9544397,-27.510738372802734
1.92,145.50372579839836,0.95073485,-27.39323616027832
1.93,145.6667624728647,0.9529434,-27.363445281982422
1.94,145.58426637048888,0.94801325,-27.28328514099121
1.95,145.643210907212,0.95183766,-27.225038528442383
1.96,145.3899052060254,0.93885076,-27.155733108520508
1.97,145.46723275692977,0.9469398,-27.11275863647461
1.98,145.566657239476,0.94594896,-27.007545471191406
1.99,145.65503113854083,0.94036716,-26.943042755126953
2.0,145.9290986358296,0.9453266,-26.846914291381836
2.01,145.81698695978687,0.93745404,-26.69514465332032
2.02,145.67744735318354,0.94161373,-26.660400390625
2.03,145.50435797601065,0.9394329,-26.471082687377937
2.04,145.50214760022598,0.94096345,-26.409921646118164
2.05,145.52689899777423,0.9349687,-26.309295654296875
2.06,145.57156870306358,0.94125926,-26.172582626342773
2.07,145.6909159730677,0.93435574,-26.04816246032715
2.08,145.53765643212748,0.9433769,-25.96792984008789
2.09,145.5789539377172,0.9467847,-25.85141944885254
2.1,145.36069310033787,0.936993,-25.719871520996094
2.11,145.59521157449151,0.94501877,-25.654956817626953
2.12,145.74461844279264,0.94464254,-25.549278259277344
2.13,146.10450974783,0.9460107,-25.471017837524414
2.14,145.94662101123885,0.9467422,-25.359031677246094
2.15,145.84184122078602,0.95113784,-25.360488891601562
2.16,145.75428392748643,0.9477756,-25.298389434814453
2.17,145.5610411760469,0.9499383,-25.268836975097656
2.18,145.62934175242444,0.9454129,-25.204078674316406
2.19,145.83813700948008,0.94745326,-25.19376564025879
2.2,146.01800622790944,0.9440281,-25.17392921447754
2.21,145.91935222438323,0.9475535,-25.106985092163086
2.22,145.8908204399329,0.95234513,-25.156251907348633
2.23,145.89216331849013,0.9456243,-25.082870483398438
2.24,146.0057360271136,0.94769764,-25.135345458984375
2.25,145.97926794633526,0.94780964,-25.099401473999023
2.26,145.91221534106478,0.9525343,-25.20705413818359
2.27,145.833088584572,0.9485887,-25.191633224487305
2.28,145.81922455918857,0.95401645,-25.241147994995114
2.29,145.99882574721198,0.95108634,-25.22772216796875
2.3,146.02587028802287,0.95617276,-25.26346206665039
2.31,146.1430670793791,0.9504456,-25.278640747070312
2.32,145.96889201176126,0.95600945,-25.268699645996094
2.33,146.0839519972925,0.95176244,-25.337684631347656
2.34,146.0636181128786,0.950075,-25.275768280029297
2.35,146.17290195354425,0.9535255,-25.33470916748047
2.36,146.19320207099923,0.95045495,-25.296260833740234
2.37,146.14880589707096,0.951732,-25.38111114501953
2.38,146.08882099904972,0.94881237,-25.359689712524414
2.39,146.13519060262587,0.94940335,-25.411334991455078
2.4,146.19121473722564,0.94376785,-25.390945434570312
2.41,146.20638736125937,0.94785607,-25.396697998046875
2.42,146.0873552004242,0.95096684,-25.422794342041016
2.43,145.96945547100088,0.95437455,-25.409860610961914
2.44,146.35086760380628,0.93906677,-25.505268096923828
2.45,146.20874685432747,0.9471031,-25.450021743774414
2.46,146.23111430677818,0.95298713,-25.494518280029297
2.47,146.128098586305,0.94961935,-25.445831298828125
2.48,146.05580316358976,0.9533052,-25.499061584472656
2.49,146.12209809087764,0.9505687,-23.522377014160156
2.5,146.06924281472868,0.95848787,-21.964921951293945
2.51,145.9974376470123,0.9552155,-20.450344085693427
2.52,145.99709322823355,0.94272655,-19.65156364440918
2.53,146.03370074381138,0.92071295,-18.8579139709473
2.54,146.10789266483107,0.8920383,-18.209136962890625
2.55,146.34174020617786,0.84579176,-17.693027496337912
2.56,146.19217541597882,0.81080854,-17.18657684326172
2.57,146.13190126256623,0.695869,-16.758649826049805
2.58,146.13202997633616,0.7379622,-16.328113555908203
2.59,146.26246065669844,0.66985834,-15.94577407836914
2.6,146.27777331184882,0.7288041,-15.581695556640625
2.61,146.30007430036173,0.7427181,-15.303845405578613
2.62,146.31237610735832,0.74878365,-15.337806701660156
2.63,146.52851512179947,0.7662575,-15.394159317016602
2.64,146.45525100629794,0.73973244,-15.530706405639648
2.65,146.42564535940537,0.7230318,-15.548949241638184
2.66,146.41438914487924,0.7136525,-15.614561080932617
2.67,146.41635799154852,0.734443,-15.556842803955078
2.68,146.29633482079407,0.6901911,-15.492507934570312
2.69,146.24024457987744,0.72171855,-15.552950859069824
2.7,146.30672712608404,0.70478636,-15.586931228637695
2.71,146.40206387153353,0.7634088,-15.492292404174805
2.72,146.44174400964476,0.7537603,-15.637248992919922
2.73,146.55174605908178,0.7835735,-15.8935546875
2.74,146.65523097772822,0.8138261,-16.118295669555664
2.75,146.50684979331325,0.8064877,-16.333629608154297
2.76,146.0582145351499,0.83021414,-16.574506759643544
2.77,145.8979498648911,0.844952,-16.8116512298584
2.78,146.15036834824426,0.8831144,-17.097566604614244
2.79,146.30534897501445,0.85068184,-17.463993072509766
2.8,146.28569076127684,0.88322604,-17.943994522094705
2.81,146.4361964837374,0.90718275,-18.58979034423828
2.82,146.44823443648102,0.9195447,-18.93910026550293
2.83,146.54553103251925,0.92150146,-19.808752059936523
2.84,146.2475599188825,0.9291832,-20.989185333251953
2.85,146.19008834549012,0.92441565,-21.584056854248047
2.86,146.02762121732871,0.92942184,-21.85149383544922
2.87,145.9312628660217,0.9253963,-22.17359733581543
2.88,145.64147045097965,0.93303955,-22.429534912109375
2.89,145.69641602313374,0.92918026,-22.703651428222656
2.9,146.02728964751785,0.91302854,-23.037731170654297
2.91,146.10392412741817,0.9140103,-23.365802764892578
2.92,146.13276637836083,0.9124655,-23.741464614868164
2.93,146.01471716827868,0.92030513,-23.994060516357422
2.94,145.95065000807676,0.9245767,-24.184415817260742
2.95,146.06302183974532,0.9369179,-24.384479522705078
2.96,146.12618815863334,0.9338275,-24.503639221191406
2.97,146.11458426092076,0.92376864,-24.611553192138672
2.98,145.8887647279965,0.9299881,-24.747196197509766
2.99,146.00523379735318,0.9349929,-24.832733154296875
3.0,145.97156129569942,0.94344604,-24.872262954711914
3.01,146.0048629266878,0.9471825,-25.050584793090813
3.02,145.87074312788423,0.9463952,-25.18826675415039
3.03,145.76548166739775,0.94777936,-25.272386550903317
3.04,145.71274103469528,0.94451827,-25.318710327148438
3.05,145.8359791476588,0.9379392,-25.430709838867184
3.06,145.94512182886996,0.9359393,-25.4986572265625
3.07,145.96238591819403,0.94045925,-25.60834693908691
3.08,145.89324201407496,0.94529974,-25.614673614501953
3.09,145.80315479184708,0.9526097,-25.699417114257812
3.1,145.82399172399616,0.95403445,-25.762840270996094
3.11,145.86250807656,0.9557519,-25.837055206298828
3.12,145.92460793815627,0.9533171,-25.90660858154297
3.13,145.68191352272547,0.9562377,-25.989540100097656
3.14,145.63105313386075,0.9559312,-26.151456832885742
3.15,145.59673044979303,0.94918734,-26.167041778564453
3.16,145.66883266034472,0.9489496,-26.375350952148438
3.17,145.82894406001134,0.9543276,-26.495162963867188
3.18,145.79466224965,0.95574,-26.622732162475586
3.19,145.75021794522246,0.9525919,-26.66872787475586
3.2,145.487792282518,0.9532525,-26.712846755981445
3.21,145.3866562973114,0.94343543,-26.733325958251953
3.22,145.49281961785417,0.9482803,-26.754287719726562
3.23,145.91616243499948,0.95115644,-26.758563995361328
3.24,145.83729315571486,0.9471485,-26.6873836517334
3.25,145.96792666809225,0.95165175,-26.775245666503906
3.26,145.6484902240241,0.95184267,-26.675647735595707
3.27,145.54877100012104,0.9503127,-26.68878173828125
3.28,145.72629941312385,0.9507775,-26.60776519775391
3.29,145.9062488100672,0.9493239,-26.582029342651367
3.3,145.7821471670194,0.94256926,-26.481250762939457
3.31,145.81293196594658,0.9455243,-26.440231323242188
3.32,145.61083461205504,0.9468511,-26.40764045715332
3.33,145.4384908824285,0.9428698,-26.414806365966797
3.34,145.83043405365441,0.95155364,-26.356122970581055
3.35,145.8828729992703,0.94415855,-26.288564682006836
3.36,145.91612477997126,0.94901633,-26.28870964050293
3.37,145.70551321141784,0.9470249,-26.206071853637695
3.38,145.46759504500653,0.938999,-26.242084503173828
3.39,145.39901872100563,0.9295722,-26.177217483520508
3.4,145.39581190017094,0.93375677,-26.168916702270508
3.41,145.73317850453003,0.935827,-26.13593101501465
3.42,145.79254405518756,0.9432356,-26.13266944885254
3.43,145.80536338291037,0.9462015,-26.14986228942871
3.44,145.58611388886573,0.94026774,-26.07549476623535
3.45,145.49888055837977,0.9375061,-26.134971618652344
3.46,145.36937212573773,0.93057686,-26.128225326538086
3.47,145.7369583941836,0.93799865,-26.197938919067383
3.48,145.57395851192382,0.9365157,-26.190357208251953
3.49,145.66048622620008,0.93879384,-26.29167366027832
3.5,145.62578416760556,0.93161845,-26.301631927490234
3.51,145.49323898703886,0.9364792,-26.333019256591797
3.52,145.38526154208583,0.9305855,-26.365463256835938
3.53,145.50466694932302,0.9251139,-26.402873992919922
3.54,145.7392176835598,0.94001126,-26.452362060546875
3.55,145.58023342242797,0.9397739,-26.401538848876957
3.56,145.6730408471866,0.94570583,-26.48218536376953
