time_s,pitch_hz,pitch_confidence,loudness_db
0.0,156.8655845285832,0.063061774,-30.17877769470215
0.01,156.93719845123334,0.16676632,-29.318416595458984
0.02,158.94940182269488,0.18538296,-28.902400970458984
0.03,158.6913931279358,0.11634472,-28.514812469482422
0.04,158.96038974789607,0.15522453,-28.230161666870117
0.05,159.55357222234244,0.070818126,-27.853408813476562
0.06,160.20606890695905,0.080491856,-27.564376831054688
0.07,159.22960043092365,0.11905591,-27.602136611938477
0.08,159.5338825564051,0.21666387,-27.705551147460938
0.09,158.69258821513424,0.07936528,-27.6253719329834
0.1,159.41074205868424,0.21004872,-27.68307113647461
0.11,158.0915683525888,0.039054662,-27.576915740966797
0.12,149.47845106609938,0.2668422,-27.69719123840332
0.13,132.6134573023138,0.07604819,-27.812847137451172
0.14,121.50960466064413,0.1768296,-27.864639282226562
0.15,121.19790324842825,0.22845533,-27.576189041137695
0.16,120.04684625325056,0.61229384,-27.363510131835938
0.17,119.30431658339299,0.58392596,-27.12751007080078
0.18,118.59430794222246,0.435164,-27.067028045654297
0.19,119.44912077825593,0.39401346,-26.826492309570312
0.2,119.68116841947476,0.615298,-26.64391326904297
0.21,119.87529412393545,0.69491214,-26.472625732421875
0.22,119.34879854240666,0.654771,-26.364330291748047
0.23,118.13943090241756,0.6595839,-26.26076889038086
0.24,118.37844486374468,0.41742602,-26.276714324951172
0.25,119.60161268261794,0.33541954,-26.061763763427734
0.26,118.25726534214061,0.2693465,-26.009103775024414
0.27,117.7191830917898,0.16562226,-25.992900848388672
0.28,118.08860404255407,0.109122135,-25.937034606933594
0.29,118.27420718380472,0.21099061,-25.511337280273438
0.3,118.51553320457464,0.24330498,-25.01064682006836
0.31,119.38795514041551,0.25637794,-24.705888748168945
0.32,119.3867360570256,0.39639625,-24.713260650634766
0.33,119.42314296971581,0.45738295,-24.71611785888672
0.34,119.1546862975928,0.48726425,-24.75775146484375
0.35,119.07636408508037,0.5486797,-24.804454803466797
0.36,118.42809022206849,0.6150767,-24.795639038085938
0.37,118.09149777751631,0.63240737,-24.69040298461914
0.38,117.90064059931487,0.6350403,-24.529523849487305
0.39,117.75355750347016,0.58821815,-24.371417999267578
0.4,117.77580971657825,0.6389768,-24.177207946777344
0.41,117.69102912961162,0.63582444,-24.15891456604004
0.42,118.05351208236944,0.44330347,-24.262603759765625
0.43,117.66099668513928,0.42692184,-24.484861373901367
0.44,117.5139876633004,0.51545084,-24.369285583496094
0.45,117.23697878330638,0.36397278,-24.197498321533203
0.46,118.50346491640968,0.44859034,-24.237274169921875
0.47,122.83408536897716,0.46704403,-24.201950073242188
0.48,127.99479909456706,0.31234533,-24.10660743713379
0.49,135.4869240806006,0.12021787,-24.079418182373047
0.5,137.73554015271242,0.14844014,-24.168827056884766
0.51,139.21059986892232,0.17591241,-24.320480346679688
0.52,144.1517948813528,0.123085365,-24.305957794189453
0.53,152.14897722552655,0.13081503,-24.160072326660156
0.54,155.9333836346839,0.15783441,-24.13435935974121
0.55,156.88643233390098,0.14400291,-24.331815719604492
0.56,157.74459613429443,0.1352977,-24.37496566772461
0.57,164.62810713305237,0.15982543,-24.605121612548825
0.58,165.53780058197066,0.15865134,-24.73426055908203
0.59,165.95022419432598,0.24111407,-24.718629837036133
0.6,166.56572276953233,0.16805173,-24.9242000579834
0.61,164.7363230429822,0.06445918,-25.025835037231445
0.62,164.11514977627655,0.38355097,-25.013641357421875
0.63,164.52651667341422,0.6832431,-25.063587188720703
0.64,164.36257451113707,0.18116236,-25.137466430664062
0.65,163.7051566346881,0.24173832,-25.354612350463867
0.66,161.6291101051898,0.12778051,-25.92926788330078
0.67,164.15827547272073,0.12191397,-26.362789154052734
0.68,164.42528565255958,0.07595271,-26.74635887145996
0.69,162.075897365174,0.09568408,-27.03454208374023
0.7,160.34581762137108,0.10550989,-27.32999992370605
0.71,159.63407850782482,0.113601066,-27.109573364257812
0.72,160.95616342013759,0.09682542,-27.023109436035156
0.73,158.50252300066037,0.33602685,-27.048444747924805
0.74,158.54109971547996,0.7427033,-27.20938491821289
0.75,159.61117870882487,0.6436268,-27.470170974731445
0.76,160.12438212319566,0.60287833,-27.74230194091797
0.77,148.91251853014828,0.4606593,-27.93125343322754
0.78,129.75458967208073,0.27698895,-28.141277313232422
0.79,121.34521416553542,0.52456003,-28.146751403808594
0.8,120.61730869301984,0.5386109,-28.244468688964844
0.81,119.64082825662258,0.5396139,-28.152503967285156
0.82,119.20740627323718,0.5539102,-27.904785156250004
0.83,118.30455259369339,0.526965,-27.90055274963379
0.84,117.54323951693655,0.50392413,-28.028440475463867
0.85,116.92038619197164,0.21689086,-28.062702178955078
0.86,116.99603015112528,0.33381906,-28.035533905029297
0.87,117.1392116990782,0.38466743,-27.85396957397461
0.88,117.95334827208906,0.48920375,-27.74541473388672
0.89,118.42414332594367,0.5911401,-27.729740142822266
0.9,118.47525225596236,0.67025834,-27.45116424560547
0.91,117.80190734332321,0.76852083,-27.225730895996094
0.92,117.77874272488205,0.73120695,-26.982627868652344
0.93,118.00871068154572,0.7993442,-26.763105392456055
0.94,118.33142435087808,0.7913829,-26.906490325927734
0.95,118.9820408536716,0.78763074,-27.08769607543945
0.96,118.70255461564508,0.67674994,-27.084171295166016
0.97,118.03720688448935,0.56824225,-26.922191619873047
0.98,130.20871878687677,0.41215855,-26.727771759033203
0.99,147.88300466894387,0.3924877,-26.609020233154297
1.0,168.49374213058582,0.2071139,-26.70077896118164
1.01,187.56203825069076,0.22525738,-26.656761169433594
1.02,208.8103839269574,0.2605635,-26.60104751586914
1.03,237.49798909698364,0.38633445,-26.61913299560547
1.04,236.93586641028406,0.49979657,-26.56200408935547
1.05,237.18172280799624,0.55728394,-26.470077514648438
1.06,237.85280519840313,0.6588993,-26.15508270263672
1.07,238.71086351360776,0.69083154,-25.79974365234375
1.08,238.6918018742875,0.6806826,-25.507827758789062
1.09,237.66251296434365,0.7634036,-25.448978424072266
1.1,237.1545516998381,0.7725941,-25.54836082458496
1.11,237.32042046435524,0.6437004,-25.692317962646484
1.12,238.11205703227859,0.53092426,-25.632957458496094
1.13,238.01425323369978,0.4739128,-25.62158966064453
1.14,237.2312529395693,0.46655884,-25.463636398315433
1.15,236.98230254204165,0.28116956,-25.151710510253913
1.16,228.02673250313933,0.48991737,-25.127857208251953
1.17,206.48184827983005,0.65908986,-25.09711265563965
1.18,194.51972345308033,0.51041484,-24.946758270263672
1.19,178.68044090705996,0.19651724,-24.805078506469727
1.2,166.9001201329826,0.15689097,-24.809383392333984
1.21,157.6666156331994,0.09615857,-24.888141632080078
1.22,140.6902378616002,0.104884714,-24.964069366455078
1.23,128.16657603566074,0.047878794,-24.91569709777832
1.24,121.89293009971908,0.04927433,-24.868173599243164
1.25,121.5275102842316,0.016422931,-24.946060180664062
1.26,119.78778869689634,0.26824245,-24.935510635375977
1.27,118.42768649348712,0.2260273,-25.115663528442383
1.28,117.68558348069149,0.09438968,-25.48644256591797
1.29,116.21371079552785,0.17915754,-25.515300750732422
1.3,115.70002800597504,0.34443447,-25.82654571533203
1.31,116.82242834957924,0.28830817,-26.244810104370117
1.32,117.59346627746142,0.06150695,-26.62335968017578
1.33,119.11434209338009,0.15210961,-26.836715698242188
1.34,119.25259264111843,0.323613,-27.002077102661133
1.35,119.35226684620758,0.21341735,-27.0339298248291
1.36,119.52999315014085,0.20492527,-27.287492752075195
1.37,119.35812001901147,0.31392235,-27.384540557861328
1.38,119.63270837873648,0.46619833,-27.490701675415036
1.39,120.90914963773025,0.5128533,-27.55354881286621
1.4,121.08797989619745,0.08719209,-27.57981300354004
1.41,120.15552448131109,0.16366245,-27.54375457763672
1.42,119.96733767865472,0.42963085,-27.711997985839844
1.43,119.98921805478034,0.56085336,-27.824100494384766
1.44,120.75852078640568,0.5460259,-28.00297737121582
1.45,120.01492856068452,0.5895774,-28.250905990600586
1.46,119.00231124491667,0.544403,-28.506916046142578
1.47,118.6554931552311,0.66730034,-28.61039161682129
1.48,119.3354951262276,0.6847444,-28.668914794921875
1.49,119.6319109422038,0.100935705,-28.733274459838867
1.5,119.22614714316907,0.06670592,-28.54205322265625
1.51,119.09712530200623,0.13499875,-28.455162048339844
1.52,117.54690103608186,0.09890134,-28.427860260009766
1.53,117.26787318337578,0.5738503,-28.476240158081055
1.54,118.3697285574091,0.5740931,-28.57982635498047
1.55,118.32250511945045,0.25071162,-28.63584327697754
1.56,118.08346559258597,0.22210078,-28.756582260131836
1.57,117.63126754898514,0.25778657,-28.953529357910156
1.58,117.1531728650531,0.40135583,-28.94942283630371
1.59,116.8894068227985,0.35507306,-29.092090606689453
1.6,117.79312120581605,0.14765221,-29.137441635131836
1.61,118.23072486588067,0.17684321,-29.246522903442383
1.62,118.05853431963686,0.23950759,-29.28403091430664
1.63,117.95709782370633,0.37598547,-29.237117767333984
1.64,117.31459068007021,0.30784282,-29.29842185974121
1.65,116.92196492289273,0.4610804,-29.141424179077152
1.66,116.9479377460039,0.6368773,-29.11554718017578
1.67,117.46679964384354,0.7260586,-29.138486862182617
1.68,117.56395180243487,0.73698056,-28.636852264404297
1.69,117.06476893430445,0.7205955,-28.072715759277344
1.7,116.696686677589,0.73739433,-28.050281524658203
1.71,116.6294794269833,0.76435006,-28.099212646484375
1.72,116.63557936882108,0.8017579,-27.8843994140625
1.73,117.06549235545526,0.7538225,-27.92434310913086
1.74,117.07720445355744,0.728906,-27.986591339111328
1.75,117.00439154746181,0.724294,-28.08068084716797
1.76,117.46296014642205,0.65319306,-28.452991485595703
1.77,117.17332928491308,0.44096678,-28.617076873779297
1.78,117.07882962563204,0.26957518,-28.66845703125
1.79,117.01668790132898,0.2945552,-27.587148666381836
1.8,117.3676196138274,0.2733708,-26.96746063232422
1.81,128.19520407427046,0.27942738,-26.667240142822266
1.82,143.30549763163054,0.22052516,-26.62806510925293
1.83,156.5799601658893,0.27760768,-26.35938835144043
1.84,158.74679104714528,0.1779972,-26.274700164794922
1.85,161.2018378174215,0.16773193,-26.361709594726562
1.86,162.8036872308915,0.22539945,-26.295169830322266
1.87,162.8954367612872,0.115566544,-26.299306869506836
1.88,163.2304564297936,0.042361017,-26.309850692749023
1.89,164.27659834887763,0.057537932,-26.279247283935547
1.9,162.86592240162403,0.23561881,-26.239845275878906
1.91,162.3183921236971,0.13691352,-26.618129730224602
1.92,165.23807026797942,0.060077876,-27.328140258789062
1.93,162.78621025229714,0.020803507,-28.261859893798828
1.94,160.58092310480737,0.056060057,-29.200057983398438
1.95,158.6516049760561,0.09279558,-29.760528564453125
1.96,158.10773826949247,0.2066674,-30.31618309020996
1.97,157.3239000086854,0.22470583,-30.279525756835938
1.98,156.22540446979585,0.07276536,-30.10458755493164
1.99,156.44295575457915,0.15534717,-29.678585052490234
2.0,158.52624000888503,0.19650361,-29.336780548095703
2.01,158.38364565280978,0.4042338,-29.040243148803725
2.02,157.65353919548855,0.41486648,-28.85209083557129
2.03,158.22880012651223,0.32922146,-28.63076400756837
2.04,168.81979827687485,0.12013519,-28.501731872558594
2.05,187.65708452283832,0.18166827,-28.208677291870117
2.06,207.99155251666176,0.46611264,-28.087474822998047
2.07,235.47836346076633,0.6352366,-27.960716247558594
2.08,243.25297736369166,0.42497018,-27.75017738342285
2.09,276.56481891341525,0.45725396,-27.471572875976562
2.1,303.48626775213563,0.61281645,-27.43514633178711
2.11,328.3571873587044,0.6563282,-27.51955795288086
2.12,364.2641765123176,0.7327247,-27.592891693115234
2.13,397.58752109527194,0.6984729,-27.566612243652344
2.14,448.046225449479,0.7637521,-27.68521499633789
2.15,475.8252227618734,0.75674915,-27.81888198852539
2.16,517.261624077976,0.6931885,-27.947961807250977
2.17,575.7774350582316,0.59547204,-27.788597106933594
2.18,611.0036459431594,0.73020357,-28.013093948364258
2.19,687.2062868913004,0.6947017,-28.148033142089844
2.2,732.2666263242421,0.21904096,-28.169681549072266
2.21,789.6437334707463,0.37353542,-28.238018035888672
2.22,788.2533514034111,0.5472028,-28.616199493408203
2.23,791.242245413831,0.5559875,-28.675413131713867
2.24,794.1506032157777,0.6431289,-28.32574462890625
2.25,791.7473042802726,0.5817156,-28.35406494140625
2.26,789.8702553607155,0.3484915,-28.667613983154283
2.27,790.88915841494,0.5621393,-28.873188018798828
2.28,793.3091390763689,0.5590547,-28.828914642333988
2.29,796.1834017424479,0.5681126,-28.10304832458496
2.3,798.9010306971426,0.5943416,-28.213630676269528
2.31,801.5046937520226,0.6009306,-28.221351623535156
2.32,802.062087773341,0.44106814,-28.24606704711914
2.33,805.4661828503106,0.3788514,-28.449886322021484
2.34,804.5988022879249,0.5111064,-28.518278121948242
2.35,805.813773139892,0.62204367,-28.47689437866211
2.36,805.4274048597666,0.42112708,-28.614002227783203
2.37,802.1796607816981,0.36583623,-28.995643615722656
2.38,799.2362000395742,0.2758777,-29.09214973449707
